Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/07 10:20:09 PM GMT+5:30,46,Female,multiple times a week,Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,2,Yes,Often,others,Rarely,No,Occasionally,No,Yes,5,4,Competitive prices,nothing,692443,45-54
2023/06/06 10:07:39 AM GMT+5:30,45,Female,once a month,others,Sometimes,Few times a month,others,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Often,No,Rarely,No,No,3,4,Wide product selection,User Interface,944858,45-54
2023/06/07 11:10:09 PM GMT+5:30,33,Other,once a week,Home and Kitchen,No,Few times a month,others,First page,4,No,Rarely,Found a better price elsewhere,Always,Yes,Rarely,Yes,Sometimes,1,2,Customer service,User Interface,271812,25-34
2023/06/12 3:44:16 PM GMT+5:30,25,Other,multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Often,High shipping costs,Sometimes,No,Occasionally,Yes,Sometimes,1,5,.,quality of product is very poor according to the big offers,562864,25-34
2023/06/11 11:19:12 PM GMT+5:30,36,Other,few times a month,Home and Kitchen,Yes,Few times a month,Filter,First page,2,Maybe,Never,Changed my mind or no longer need the item,Always,No,Occasionally,No,Sometimes,1,3,All the above,i don't have any problem with amazon,878096,35-44
2023/06/11 11:27:55 PM GMT+5:30,44,Female,once a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Rarely,No,Yes,4,1,User-friendly website/app interface,add more familiar brands to the list,756035,35-44
2023/06/07 10:38:51 PM GMT+5:30,43,Other,once a month,Beauty and Personal Care,Yes,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,others,Rarely,Yes,Rarely,Yes,No,2,5,.,product quality and accuracy,145801,35-44
2023/06/09 10:25:27 AM GMT+5:30,3,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,Yes,1,2,Quick delivery,User Interface,262076,18-24
2023/06/08 5:48:55 PM GMT+5:30,6,Female,few times a month,Home and Kitchen;others,No,Rarely,Keyword,First page,3,Maybe,Sometimes,High shipping costs,Always,Yes,Moderately,Yes,No,2,4,Customer service,Unknown,740861,18-24
2023/06/04 11:38:30 PM GMT+5:30,55,Other,less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,5,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,No,Yes,2,2,User-friendly website/app interface,i don't have any problem with amazon,249746,55+
2023/06/07 2:19:05 PM GMT+5:30,30,Other,once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,3,No,Always,High shipping costs,Rarely,No,Never,Sometimes,No,5,3,Customer service,add more familiar brands to the list,972947,25-34
2023/06/12 3:27:59 PM GMT+5:30,24,Female,once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Unknown,Multiple pages,1,No,Often,High shipping costs,Sometimes,No,Heavily,Yes,No,2,5,Product recommendations,product quality and accuracy,670421,18-24
2023/06/11 10:54:33 PM GMT+5:30,29,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a month,others,First page,3,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Never,Yes,No,1,3,Customer service,no problems with amazon,739168,25-34
2023/06/09 7:23:09 PM GMT+5:30,18,Male,once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,others,Multiple pages,5,No,Sometimes,Found a better price elsewhere,Never,No,Rarely,No,No,4,3,Product recommendations,reducing packaging waste,752837,18-24
2023/06/07 6:17:42 PM GMT+5:30,25,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,categories,Multiple pages,5,No,Never,Found a better price elsewhere,Never,No,Heavily,No,No,1,1,Competitive prices,User Interface,698159,25-34
2023/06/08 3:23:36 AM GMT+5:30,56,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,1,No,Sometimes,others,Often,No,Occasionally,No,Sometimes,4,1,.,User Interface,198382,55+
2023/06/04 9:18:12 PM GMT+5:30,65,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,Yes,1,5,Wide product selection,quality of product is very poor according to the big offers,513315,55+
2023/06/11 9:31:41 AM GMT+5:30,30,Other,less than once a month,Beauty and Personal Care;others,Sometimes,Few times a week,Filter,First page,1,Yes,Sometimes,High shipping costs,Rarely,Yes,Moderately,Yes,Sometimes,2,3,Customer service,i have no problem with amazon yet. but others tell me about the refund issues,250655,25-34
2023/06/05 8:49:12 PM GMT+5:30,19,Other,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,Sometimes,1,2,Customer service ,User Interface,173250,18-24
2023/06/11 10:43:19 PM GMT+5:30,53,Other,few times a month,Groceries and Gourmet Food;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,No,1,2,Quick delivery,add more familiar brands to the list,480321,45-54
2023/06/07 9:21:50 PM GMT+5:30,22,Male,once a month,Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,1,Maybe,Never,High shipping costs,Always,No,Heavily,No,Yes,4,5,Quick delivery,nothing,589283,18-24
2023/06/05 8:43:26 AM GMT+5:30,36,Female,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,others,First page,4,Maybe,Never,High shipping costs,Often,No,Occasionally,Sometimes,No,2,5,Quick delivery,better app interface and lower shipping charges,372270,35-44
2023/06/09 2:42:24 PM GMT+5:30,67,Female,multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple pages,3,No,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,Yes,3,1,Wide product selection,no problems with amazon,867575,55+
2023/06/09 2:41:53 PM GMT+5:30,56,Male,few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,categories,First page,3,No,Rarely,others,Often,No,Occasionally,No,Yes,4,1,Quick delivery,no problems with amazon,126697,55+
2023/06/11 11:04:55 PM GMT+5:30,41,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Multiple times a day,Keyword,First page,4,No,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,Yes,5,2,Customer service ,product quality and accuracy,876289,35-44
2023/06/12 3:59:59 PM GMT+5:30,3,Male,less than once a month,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,1,No,Often,Found a better price elsewhere,Never,Yes,Rarely,Yes,No,5,3,Quick delivery,Unknown,446463,18-24
2023/06/07 9:32:38 AM GMT+5:30,32,Other,once a month,Clothing and Fashion;others,No,Multiple times a day,categories,Multiple pages,4,Yes,Never,High shipping costs,Sometimes,No,Heavily,Yes,Yes,5,5,Quick delivery,shipping speed and reliability,821718,25-34
2023/06/09 7:26:02 PM GMT+5:30,22,Other,once a month,Clothing and Fashion,Yes,Few times a month,others,First page,1,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Never,No,No,2,5,Quick delivery,better app interface and lower shipping charges,594959,18-24
2023/06/07 9:54:24 PM GMT+5:30,61,Other,once a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,5,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Never,Yes,Yes,2,1,User-friendly website/app interface,nothing,214001,55+
2023/06/11 2:07:39 PM GMT+5:30,56,Other,once a month,others,No,Few times a week,Unknown,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,No,1,1,User-friendly website/app interface,scrolling option would be much better than going to next page,622644,55+
2023/06/08 6:00:50 PM GMT+5:30,35,Female,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Unknown,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,Sometimes,2,3,Customer service,shipping speed and reliability,954138,35-44
2023/06/07 11:06:40 PM GMT+5:30,29,Female,once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Filter,First page,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,Yes,5,1,User-friendly website/app interface,customer service responsiveness,171707,25-34
2023/06/06 7:15:48 PM GMT+5:30,52,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Unknown,Multiple pages,2,Maybe,Often,others,Never,Yes,Never,Yes,Yes,1,4,Wide product selection,reducing packaging waste,579286,45-54
2023/06/06 7:16:28 PM GMT+5:30,44,Other,once a month,Beauty and Personal Care,Yes,Rarely,categories,First page,4,Maybe,Often,others,Often,No,Heavily,Yes,Sometimes,3,2,Wide product selection,i don't have any problem with amazon,378228,35-44
2023/06/06 10:46:31 AM GMT+5:30,57,Female,less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,4,No,Always,High shipping costs,Often,No,Never,Yes,Yes,1,2,Product recommendations,User Interface,638160,55+
2023/06/08 3:30:05 AM GMT+5:30,30,Male,once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a month,others,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,Sometimes,2,4,Product recommendations,shipping speed and reliability,561516,25-34
2023/06/06 9:37:33 AM GMT+5:30,25,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,Keyword,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,Sometimes,3,5,.,irrelevant product suggestions,111915,25-34
2023/06/07 9:24:31 AM GMT+5:30,26,Male,less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,No,5,1,User-friendly website/app interface,no problems with amazon,576191,25-34
2023/06/06 10:36:14 AM GMT+5:30,24,Male,once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,3,Maybe,Often,High shipping costs,Sometimes,No,Never,Yes,Yes,3,2,Wide product selection,nothing,129887,18-24
2023/06/07 1:33:51 PM GMT+5:30,44,Female,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,No,1,1,Product recommendations,quality of product is very poor according to the big offers,999892,35-44
2023/06/08 10:21:20 PM GMT+5:30,25,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Filter,Multiple pages,5,Maybe,Never,Found a better price elsewhere,Never,No,Moderately,Sometimes,Yes,2,4,Customer service ,i have no problem with amazon yet. but others tell me about the refund issues,394200,25-34
2023/06/05 9:56:58 AM GMT+5:30,48,Female,once a week,Clothing and Fashion,Yes,Rarely,Unknown,Multiple pages,3,No,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,Sometimes,3,4,Competitive prices,add more familiar brands to the list,793290,45-54
2023/06/09 2:23:45 PM GMT+5:30,49,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Unknown,First page,4,Yes,Often,High shipping costs,Often,No,Moderately,Yes,No,4,2,User-friendly website/app interface,product quality and accuracy,290234,45-54
2023/06/08 7:50:55 PM GMT+5:30,17,Male,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Unknown,First page,1,No,Always,High shipping costs,Always,No,Heavily,Yes,Yes,1,4,Customer service,shipping speed and reliability,137072,18-24
2023/06/08 5:25:40 PM GMT+5:30,36,Male,once a month,Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,2,Maybe,Never,Found a better price elsewhere,Rarely,No,Never,No,No,1,2,All the above,User Interface,726158,35-44
2023/06/07 9:20:34 AM GMT+5:30,66,Male,once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,5,Maybe,Always,High shipping costs,Rarely,No,Never,No,Sometimes,1,2,Customer service ,User Interface,541010,55+
2023/06/07 7:17:13 PM GMT+5:30,43,Female,once a month,Beauty and Personal Care;others,No,Multiple times a day,Unknown,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,Yes,2,4,Customer service ,product quality and accuracy,256701,35-44
2023/06/09 7:24:06 PM GMT+5:30,59,Female,multiple times a week,Beauty and Personal Care,No,Few times a month,others,First page,5,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,Yes,3,3,Quick delivery,Unknown,342717,55+
2023/06/08 5:52:26 PM GMT+5:30,23,Other,once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,3,Yes,Always,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,No,4,4,Wide product selection,i don't have any problem with amazon,492469,18-24
2023/06/07 11:00:15 PM GMT+5:30,32,Female,few times a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,4,Yes,Often,Found a better price elsewhere,Always,No,Heavily,Yes,Sometimes,1,5,User-friendly website/app interface,no problems with amazon,929341,25-34
2023/06/11 11:06:52 PM GMT+5:30,65,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Often,others,Rarely,No,Occasionally,Sometimes,Yes,4,2,Product recommendations,better app interface and lower shipping charges,510823,55+
2023/06/06 7:19:43 PM GMT+5:30,13,Male,once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,categories,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,No,2,2,Customer service ,product quality and accuracy,671363,18-24
2023/06/06 6:40:27 PM GMT+5:30,15,Other,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,others,First page,3,No,Sometimes,High shipping costs,Always,No,Moderately,Yes,Yes,5,2,Customer service ,nothing,557654,18-24
2023/06/05 2:24:22 PM GMT+5:30,17,Male,once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,Multiple pages,1,Maybe,Often,others,Rarely,Yes,Occasionally,Sometimes,Sometimes,1,2,Wide product selection,Unknown,318253,18-24
2023/06/07 8:20:23 PM GMT+5:30,18,Female,once a week,others,No,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,No,5,4,Customer service,add more familiar brands to the list,368973,18-24
2023/06/08 2:21:41 PM GMT+5:30,31,Male,few times a month,Beauty and Personal Care;others,No,Rarely,others,First page,1,Maybe,Often,High shipping costs,Sometimes,Yes,Heavily,No,Yes,4,1,Quick delivery,add more familiar brands to the list,423614,25-34
2023/06/07 9:19:23 AM GMT+5:30,36,Female,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Unknown,Multiple pages,2,Maybe,Rarely,others,Sometimes,No,Moderately,Yes,Yes,1,4,Customer service ,User Interface,661048,35-44
2023/06/06 6:57:14 PM GMT+5:30,4,Female,multiple times a week,Home and Kitchen;others,No,Few times a week,Filter,First page,3,Maybe,Rarely,others,Never,Yes,Occasionally,Yes,No,3,4,Wide product selection,i have no problem with amazon yet. but others tell me about the refund issues,953478,18-24
2023/06/04 8:54:36 PM GMT+5:30,30,Other,once a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,Multiple pages,3,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,No,2,4,.,no problems with amazon,801026,25-34
2023/06/07 9:16:59 PM GMT+5:30,24,Male,once a month,others,Sometimes,Few times a month,categories,First page,1,Yes,Rarely,others,Rarely,No,Never,Yes,Sometimes,4,2,All the above,customer service responsiveness,861300,18-24
2023/06/07 11:47:07 AM GMT+5:30,39,Other,multiple times a week,Home and Kitchen;others,Sometimes,Multiple times a day,Unknown,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,Yes,2,4,Wide product selection,better app interface and lower shipping charges,330351,35-44
2023/06/07 6:29:53 PM GMT+5:30,49,Other,few times a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,categories,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Never,Sometimes,No,2,2,.,User Interface,494520,45-54
2023/06/06 7:16:28 PM GMT+5:30,51,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,Sometimes,1,4,Quick delivery,add more familiar brands to the list,118160,45-54
2023/06/08 5:07:19 PM GMT+5:30,54,Other,multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Unknown,First page,2,Yes,Never,High shipping costs,Often,Yes,Never,No,Yes,1,5,All the above,User Interface,991814,45-54
2023/06/07 11:05:19 PM GMT+5:30,8,Other,multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,others,Multiple pages,5,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,Sometimes,1,2,.,i don't have any problem with amazon,795173,18-24
2023/06/06 6:42:00 PM GMT+5:30,29,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,categories,Multiple pages,1,Yes,Often,others,Always,Yes,Never,Yes,Sometimes,2,3,Wide product selection,nothing,428050,25-34
2023/06/08 5:37:58 PM GMT+5:30,34,Male,few times a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,Unknown,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,Sometimes,4,3,.,Unknown,852218,25-34
2023/06/09 3:26:38 PM GMT+5:30,62,Female,multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,No,No,3,1,Product recommendations,i don't have any problem with amazon,581774,55+
2023/06/11 11:05:38 PM GMT+5:30,21,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,others,Multiple pages,2,No,Always,High shipping costs,Sometimes,No,Occasionally,No,Sometimes,3,2,Competitive prices,User Interface,987635,18-24
2023/06/04 11:12:15 PM GMT+5:30,64,Other,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,4,Yes,Always,High shipping costs,Sometimes,No,Occasionally,No,No,5,2,.,quality of product is very poor according to the big offers,116397,55+
2023/06/07 9:21:10 PM GMT+5:30,15,Other,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,categories,First page,1,No,Always,High shipping costs,Rarely,No,Moderately,Sometimes,No,2,5,Customer service ,i have no problem with amazon yet. but others tell me about the refund issues,178480,18-24
2023/06/12 3:35:24 PM GMT+5:30,56,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Keyword,First page,2,No,Sometimes,others,Never,Yes,Occasionally,No,No,5,2,Customer service ,Unknown,957611,55+
2023/06/06 6:35:14 PM GMT+5:30,5,Female,few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Unknown,Multiple pages,4,Maybe,Never,Changed my mind or no longer need the item,Always,No,Rarely,No,Sometimes,4,4,User-friendly website/app interface,Unknown,295647,18-24
2023/06/05 8:06:04 PM GMT+5:30,33,Other,once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,First page,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,Yes,4,3,Quick delivery,no problems with amazon,955147,25-34
2023/06/11 11:09:33 PM GMT+5:30,10,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,First page,1,Yes,Never,others,Rarely,No,Occasionally,Yes,Yes,1,5,Quick delivery,User Interface,699566,18-24
2023/06/11 11:06:16 PM GMT+5:30,50,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,Multiple pages,2,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Rarely,Yes,No,2,2,User-friendly website/app interface,nothing,225208,45-54
2023/06/07 12:29:31 PM GMT+5:30,61,Female,few times a month,Clothing and Fashion,No,Rarely,Unknown,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,Sometimes,1,3,Product recommendations,quality of product is very poor according to the big offers,916595,55+
2023/06/08 5:20:57 PM GMT+5:30,28,Female,multiple times a week,Groceries and Gourmet Food,Yes,Few times a month,categories,Multiple pages,2,Yes,Always,High shipping costs,Never,Yes,Never,Sometimes,Sometimes,1,3,Customer service ,add more familiar brands to the list,852984,25-34
2023/06/06 7:22:31 PM GMT+5:30,4,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,others,Multiple pages,4,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,No,Yes,5,2,Wide product selection,i don't have any problem with amazon,370605,18-24
2023/06/05 4:26:25 AM GMT+5:30,16,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Never,No,Moderately,Sometimes,No,5,5,Product recommendations,product quality and accuracy,546848,18-24
2023/06/05 9:20:17 AM GMT+5:30,8,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Unknown,First page,1,Yes,Rarely,Found a better price elsewhere,Always,Yes,Heavily,Yes,No,2,5,All the above,User Interface,754039,18-24
2023/06/08 7:00:57 AM GMT+5:30,51,Female,once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,categories,First page,4,Yes,Rarely,others,Always,Yes,Occasionally,Sometimes,Sometimes,2,3,Customer service ,scrolling option would be much better than going to next page,564961,45-54
2023/06/07 6:15:10 PM GMT+5:30,34,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,Multiple pages,4,Maybe,Often,others,Sometimes,Yes,Moderately,Sometimes,No,4,2,.,User Interface,597326,25-34
2023/06/05 1:45:30 PM GMT+5:30,13,Other,less than once a month,others,No,Few times a week,Filter,Multiple pages,2,No,Always,High shipping costs,Always,No,Never,Yes,No,4,4,All the above,i have no problem with amazon yet. but others tell me about the refund issues,532390,18-24
2023/06/07 10:58:04 PM GMT+5:30,17,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,First page,2,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,No,4,4,Customer service ,i have no problem with amazon yet. but others tell me about the refund issues,537414,18-24
2023/06/07 10:07:42 PM GMT+5:30,28,Male,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,First page,3,No,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,No,Sometimes,3,2,.,Unknown,516478,25-34
2023/06/07 10:56:11 AM GMT+5:30,14,Female,multiple times a week,others,Sometimes,Few times a month,others,Multiple pages,5,Maybe,Sometimes,High shipping costs,Never,No,Occasionally,No,No,1,5,Competitive prices,no problems with amazon,863309,18-24
2023/06/10 2:40:34 PM GMT+5:30,12,Other,multiple times a week,Beauty and Personal Care;others,Yes,Few times a month,categories,Multiple pages,3,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,Yes,3,2,Wide product selection,User Interface,167893,18-24
2023/06/08 12:22:05 PM GMT+5:30,23,Other,once a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,Unknown,First page,3,Maybe,Never,Found a better price elsewhere,Always,No,Occasionally,Sometimes,Sometimes,4,4,Competitive prices,i don't have any problem with amazon,701131,18-24
2023/06/05 1:45:30 PM GMT+5:30,19,Other,less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,others,First page,5,Yes,Never,High shipping costs,Often,No,Occasionally,No,Yes,1,1,Customer service,Unknown,641191,18-24
2023/06/09 4:28:58 PM GMT+5:30,62,Other,few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,No,No,2,2,All the above,Unknown,745134,55+
2023/06/04 8:02:28 PM GMT+5:30,22,Other,once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,categories,First page,4,Yes,Always,High shipping costs,Often,Yes,Never,No,Sometimes,2,3,All the above,add more familiar brands to the list,944437,18-24
2023/06/08 7:50:55 PM GMT+5:30,3,Male,once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Filter,First page,1,Yes,Rarely,Found a better price elsewhere,Often,No,Moderately,Sometimes,Sometimes,1,2,All the above,irrelevant product suggestions,519189,18-24
2023/06/09 10:26:01 AM GMT+5:30,3,Other,less than once a month,Clothing and Fashion,No,Few times a month,Unknown,First page,4,Maybe,Always,others,Often,Yes,Heavily,No,No,2,4,Quick delivery,no problems with amazon,518171,18-24
2023/06/06 8:01:47 PM GMT+5:30,15,Male,multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,Filter,First page,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,Yes,1,5,Competitive prices,product quality and accuracy,425850,18-24
2023/06/08 3:25:32 AM GMT+5:30,10,Other,once a week,Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,Yes,Often,Found a better price elsewhere,Never,No,Heavily,Yes,Yes,3,2,All the above,irrelevant product suggestions,493938,18-24
2023/06/08 5:39:57 PM GMT+5:30,34,Other,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Multiple times a day,categories,First page,4,Yes,Never,High shipping costs,Rarely,Yes,Never,No,Sometimes,5,1,Quick delivery,add more familiar brands to the list,895346,25-34
2023/06/07 10:39:21 PM GMT+5:30,43,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Always,No,Moderately,No,Yes,2,3,Customer service,scrolling option would be much better than going to next page,396957,35-44
2023/06/06 6:39:26 PM GMT+5:30,49,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,First page,2,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,Sometimes,4,4,User-friendly website/app interface,scrolling option would be much better than going to next page,752945,45-54
